institución,localidad,carrera,activa_inactiva,codigo_actual,nuevo_codigo
COLEGIO UNIVERSITARIO MONSEÑOR DE TALAVERA,EXTENSIÓN PUERTO ORDAZ,EDUCACIÓN ESPECIAL (TÉCNICA),activa,2236,
COLEGIO UNIVERSITARIO MONSEÑOR DE TALAVERA,EXTENSIÓN PUERTO ORDAZ,EDUCACIÓN PREESCOLAR (TÉCNICA),activa,2235,
COLEGIO UNIVERSITARIO MONSEÑOR DE TALAVERA,EXTENSIÓN PUERTO ORDAZ,SECRETARIADO ADMINISTRATIVO (TÉCNICA),activa,2239,
COLEGIO UNIVERSITARIO MONSEÑOR DE TALAVERA,EXTENSIÓN SAN CRISTÓBAL,ADMINISTRACIÓN (TÉCNICA),activa,2244,
COLEGIO UNIVERSITARIO MONSEÑOR DE TALAVERA,EXTENSIÓN SAN CRISTÓBAL,BANCA Y FINANZAS (TÉCNICA),activa,2245,
COLEGIO UNIVERSITARIO MONSEÑOR DE TALAVERA,EXTENSIÓN SAN CRISTÓBAL,DISEÑO DE MODAS,activa,2241,
COLEGIO UNIVERSITARIO MONSEÑOR DE TALAVERA,EXTENSIÓN SAN CRISTÓBAL,DISEÑO GRÁFICO PUBLICITARIO,activa,2240,
COLEGIO UNIVERSITARIO MONSEÑOR DE TALAVERA,EXTENSIÓN SAN CRISTÓBAL,EDUCACIÓN ESPECIAL (TÉCNICA),activa,2243,
COLEGIO UNIVERSITARIO MONSEÑOR DE TALAVERA,EXTENSIÓN SAN CRISTÓBAL,EDUCACIÓN PREESCOLAR (TÉCNICA),activa,2242,
COLEGIO UNIVERSITARIO MONSEÑOR DE TALAVERA,EXTENSIÓN VALENCIA,ADMINISTRACIÓN (TÉCNICA),activa,2273,
COLEGIO UNIVERSITARIO MONSEÑOR DE TALAVERA,EXTENSIÓN VALENCIA,BANCA Y FINANZAS (TÉCNICA),activa,2274,
COLEGIO UNIVERSITARIO MONSEÑOR DE TALAVERA,EXTENSIÓN VALENCIA,DISEÑO AMBIENTAL,activa,2269,
COLEGIO UNIVERSITARIO MONSEÑOR DE TALAVERA,EXTENSIÓN VALENCIA,DISEÑO DE JOYAS Y FANTASÍAS,activa,2276,
COLEGIO UNIVERSITARIO MONSEÑOR DE TALAVERA,EXTENSIÓN VALENCIA,DISEÑO DE MODAS,activa,2268,
COLEGIO UNIVERSITARIO MONSEÑOR DE TALAVERA,EXTENSIÓN VALENCIA,DISEÑO GRÁFICO PUBLICITARIO,activa,2270,
COLEGIO UNIVERSITARIO MONSEÑOR DE TALAVERA,EXTENSIÓN VALENCIA,EDUCACIÓN ESPECIAL (TÉCNICA),activa,2272,
COLEGIO UNIVERSITARIO MONSEÑOR DE TALAVERA,EXTENSIÓN VALENCIA,EDUCACIÓN PREESCOLAR (TÉCNICA),activa,2271,
COLEGIO UNIVERSITARIO MONSEÑOR DE TALAVERA,EXTENSIÓN VALENCIA,SECRETARIADO ADMINISTRATIVO (TÉCNICA),activa,2275,
COLEGIO UNIVERSITARIO PADRE ISAÍAS OJEDA,VALENCIA-NAGUANAGUA,ADMINISTRACIÓN MENCIÓN PROGRAMAS SOCIALES,activa,1375,
COLEGIO UNIVERSITARIO PADRE ISAÍAS OJEDA,VALENCIA-NAGUANAGUA,"PREVENCIÓN, ORIENTACIÓN Y ACCIÓN SOCIAL",activa,1373,
COLEGIO UNIVERSITARIO PADRE ISAÍAS OJEDA,VALENCIA-NAGUANAGUA,TERAPIA PSICOSOCIAL (TÉCNICA),activa,1374,
COLEGIO UNIVERSITARIO PROFESOR JOSÉ LORENZO PÉREZ RODRIGUEZ,CARACAS,ADMINISTRACIÓN DE PERSONAL (TÉCNICA),inactiva,3802,
COLEGIO UNIVERSITARIO PROFESOR JOSÉ LORENZO PÉREZ RODRIGUEZ,CARACAS,ADMINISTRACIÓN: PUBLICIDAD Y MERCADEO,inactiva,3803,
COLEGIO UNIVERSITARIO PROFESOR JOSÉ LORENZO PÉREZ RODRIGUEZ,CARACAS,EDUCACIÓN ESPECIAL (TÉCNICA),inactiva,3805,
COLEGIO UNIVERSITARIO PROFESOR JOSÉ LORENZO PÉREZ RODRIGUEZ,CARACAS,EDUCACIÓN ESPECIAL MENCIÓN RETARDO MENTAL Y DEFICIENCIAS AUDITIVAS (TÉCNICA),inactiva,3801,
COLEGIO UNIVERSITARIO PROFESOR JOSÉ LORENZO PÉREZ RODRIGUEZ,CARACAS,PNF EN ADMINISTRACIÓN,inactiva,3806,
COLEGIO UNIVERSITARIO PROFESOR JOSÉ LORENZO PÉREZ RODRIGUEZ,CARACAS,PNF EN EDUCACIÓN ESPECIAL,inactiva,3809,
COLEGIO UNIVERSITARIO PROFESOR JOSÉ LORENZO PÉREZ RODRIGUEZ,CARACAS,PNF EN TURISMO,inactiva,3812,
COLEGIO UNIVERSITARIO PROFESOR JOSÉ LORENZO PÉREZ RODRIGUEZ,CARACAS,TURISMO MENCIÓN HOTELERÍA (TÉCNICA),inactiva,3804,
ESCUELA DE AVIACIÓN MILITAR,MARACAY,CIENCIAS Y ARTES MILITARES OPCIÓN AERONÁUTICA,inactiva,55,
ESCUELA DE FORMACIÓN DE OFICIALES DE LA GUARDIA NACIONAL,CARACAS,CIENCIAS Y ARTES MILITARES OPCIÓN ADMINISTRACIÓN PÚBLICA,inactiva,108,
ESCUELA DE FORMACIÓN DE OFICIALES DE LA GUARDIA NACIONAL,CARACAS,CIENCIAS Y ARTES MILITARES: OPCIÓN GUARDIA NACIONAL,inactiva,3686,
INSTITUTO MILITAR UNIVERSITARIO DE TECNOLOGIA DE LA GUARDIA NACIONAL,CORDERO.(ESTADO TÁCHIRA),GUARDIA NACIONAL MENCIÓN GUARDERÍA AMBIENTAL,inactiva,300,
INSTITUTO MILITAR UNIVERSITARIO DE TECNOLOGIA DE LA GUARDIA NACIONAL,EL YAQUE:(ESTADO NUEVA ESPARTA),GUARDIA NACIONAL MENCIÓN MANTENIMIENTO AERONÁUTICO,inactiva,174,
INSTITUTO MILITAR UNIVERSITARIO DE TECNOLOGIA DE LA GUARDIA NACIONAL,GUANTA.(ESTADO ANZÓATEGUI),GUARDIA NACIONAL MENCIÓN MANTENIMIENTO NAVAL,inactiva,49,
INSTITUTO MILITAR UNIVERSITARIO DE TECNOLOGIA DE LA GUARDIA NACIONAL,LA ENCRUCIJADA.(ESTADO ARAGUA),GUARDIA NACIONAL MENCIÓN INVESTIGACIÓN PENAL,inactiva,104,
INSTITUTO MILITAR UNIVERSITARIO DE TECNOLOGIA DE LA GUARDIA NACIONAL,LA ENCRUCIJADA.(ESTADO ARAGUA),GUARDIA NACIONAL MENCIÓN MANTENIMIENTO AUTOMOTRIZ,inactiva,103,
INSTITUTO MILITAR UNIVERSITARIO DE TECNOLOGIA DE LA GUARDIA NACIONAL,LA ENCRUCIJADA.(ESTADO ARAGUA),GUARDIA NACIONAL MENCIÓN SEGURIDAD,inactiva,102,
INSTITUTO MILITAR UNIVERSITARIO DE TECNOLOGIA DE LA GUARDIA NACIONAL,LA GUAIRA.(ESTADO VARGAS),GUARDIA NACIONAL MENCIÓN RESGUARDO NACIONAL,inactiva,105,
INSTITUTO MILITAR UNIVERSITARIO DE TECNOLOGIA DE LA GUARDIA NACIONAL,MICHELENA.(ESTADO TÁCHIRA),GUARDIA NACIONAL MENCIÓN DROGAS,inactiva,106,
INSTITUTO MILITAR UNIVERSITARIO DE TECNOLOGIA DE LA GUARDIA NACIONAL,MICHELENA.(ESTADO TÁCHIRA),GUARDIA NACIONAL MENCIÓN INVESTIGACIÓN PENAL,inactiva,190,
INSTITUTO MILITAR UNIVERSITARIO DE TECNOLOGIA DE LA GUARDIA NACIONAL,PUNTA DE MATA.(ESTADO MONAGAS),GUARDIA NACIONAL MENCIÓN SEGURIDAD,inactiva,290,
INSTITUTO MILITAR UNIVERSITARIO DE TECNOLOGIA DE LA GUARDIA NACIONAL,RAMO VERDE.(LOS TEQUES),GUARDIA NACIONAL MENCIÓN RESGUARDO NACIONAL,inactiva,39,
INSTITUTO MILITAR UNIVERSITARIO DE TECNOLOGIA DE LA GUARDIA NACIONAL,RAMO VERDE.(LOS TEQUES),GUARDIA NACIONAL MENCIÓN SEGURIDAD,inactiva,20,
INSTITUTO MILITAR UNIVERSITARIO DE TECNOLOGIA DE LA GUARDIA NACIONAL,SANTA BÁRBARA DE BARINAS,GUARDIA NACIONAL MENCIÓN GUARDERÍA AMBIENTAL,inactiva,101,
INSTITUTO UNIVERSITARIO ADVENTISTA DE VENEZUELA,NIRGUA,ADMINISTRACIÓN DE EMPRESAS (TÉCNICA),activa,4757,
INSTITUTO UNIVERSITARIO ADVENTISTA DE VENEZUELA,NIRGUA,ADMINISTRACIÓN DE EMPRESAS AGROPECUARIAS (TÉCNICA),inactiva,4760,
INSTITUTO UNIVERSITARIO ADVENTISTA DE VENEZUELA,NIRGUA,ADMINISTRACIÓN DE PERSONAL (TÉCNICA),activa,4758,
INSTITUTO UNIVERSITARIO ADVENTISTA DE VENEZUELA,NIRGUA,ADMINISTRACIÓN DE RECURSOS HUMANOS (TÉCNICA),inactiva,4756,
INSTITUTO UNIVERSITARIO ADVENTISTA DE VENEZUELA,NIRGUA,CONTADURÍA (TÉCNICA),inactiva,4759,
INSTITUTO UNIVERSITARIO ADVENTISTA DE VENEZUELA,NIRGUA,EDUCACIÓN ESPECIAL (TÉCNICA),inactiva,4727,
INSTITUTO UNIVERSITARIO ADVENTISTA DE VENEZUELA,NIRGUA,EDUCACIÓN PREESCOLAR (TÉCNICA),activa,4755,
INSTITUTO UNIVERSITARIO ADVENTISTA DE VENEZUELA,NIRGUA,INFORMÁTICA (TÉCNICA),activa,4754,
INSTITUTO UNIVERSITARIO AVEPANE,CARACAS,EDUCACIÓN ESPECIAL (TÉCNICA),activa,3735,
INSTITUTO UNIVERSITARIO AVEPANE,CARACAS,EDUCACIÓN ESPECIAL MENCIÓN DIFICULTADES DEL APRENDIZAJE (TÉCNICA),inactiva,3733,
INSTITUTO UNIVERSITARIO AVEPANE,CARACAS,"EDUCACIÓN FÍSICA, DEPORTES Y RECREACIÓN PARA PERSONAS CON NECESIDADES ESPECIALES",activa,3734,
INSTITUTO UNIVERSITARIO AVEPANE,CARACAS,EDUCACIÓN PREESCOLAR (TÉCNICA),activa,3732,
INSTITUTO UNIVERSITARIO CARLOS SOUBLETTE,EXTENSIÓN CAGUA,ADMINISTRACIÓN INDUSTRIAL (TÉCNICA),activa,2221,
INSTITUTO UNIVERSITARIO CARLOS SOUBLETTE,EXTENSIÓN CAGUA,MANTENIMIENTO INDUSTRIAL,activa,2219,
INSTITUTO UNIVERSITARIO CARLOS SOUBLETTE,EXTENSIÓN CAGUA,ORGANIZACIÓN EMPRESARIAL (TÉCNICA),activa,2223,
INSTITUTO UNIVERSITARIO CARLOS SOUBLETTE,EXTENSIÓN CAGUA,RELACIONES PÚBLICAS (TÉCNICA),activa,2222,
INSTITUTO UNIVERSITARIO CARLOS SOUBLETTE,EXTENSIÓN CAGUA,SERVICIOS INDUSTRIALES,activa,2220,
INSTITUTO UNIVERSITARIO CARLOS SOUBLETTE,EXTENSIÓN CAGUA,SISTEMAS DE INFORMACIÓN,activa,2224,
INSTITUTO UNIVERSITARIO CARLOS SOUBLETTE,MARACAY,ADMINISTRACIÓN INDUSTRIAL (TÉCNICA),activa,5180,
INSTITUTO UNIVERSITARIO CARLOS SOUBLETTE,MARACAY,MANTENIMIENTO INDUSTRIAL,activa,5182,
INSTITUTO UNIVERSITARIO CARLOS SOUBLETTE,MARACAY,ORGANIZACIÓN EMPRESARIAL (TÉCNICA),activa,5185,
INSTITUTO UNIVERSITARIO CARLOS SOUBLETTE,MARACAY,RELACIONES PÚBLICAS (TÉCNICA),activa,5184,
INSTITUTO UNIVERSITARIO CARLOS SOUBLETTE,MARACAY,SERVICIOS INDUSTRIALES,activa,5183,
INSTITUTO UNIVERSITARIO CARLOS SOUBLETTE,MARACAY,SISTEMAS DE INFORMACIÓN,activa,5181,
INSTITUTO UNIVERSITARIO CARLOS SOUBLETTE,VALENCIA,ADMINISTRACIÓN INDUSTRIAL (TÉCNICA),activa,1242,
INSTITUTO UNIVERSITARIO CARLOS SOUBLETTE,VALENCIA,MANTENIMIENTO INDUSTRIAL,activa,1643,
INSTITUTO UNIVERSITARIO CARLOS SOUBLETTE,VALENCIA,ORGANIZACIÓN EMPRESARIAL (TÉCNICA),activa,1642,
INSTITUTO UNIVERSITARIO CARLOS SOUBLETTE,VALENCIA,RELACIONES PÚBLICAS (TÉCNICA),activa,1206,
INSTITUTO UNIVERSITARIO CARLOS SOUBLETTE,VALENCIA,SERVICIOS INDUSTRIALES,activa,1632,
INSTITUTO UNIVERSITARIO CARLOS SOUBLETTE,VALENCIA,SISTEMAS DE INFORMACIÓN,activa,1597,
INSTITUTO UNIVERSITARIO DE ADMINISTRACIÓN Y GERENCIA,CARACAS,ADMINISTRACIÓN (TÉCNICA),activa,351,
INSTITUTO UNIVERSITARIO DE ADMINISTRACIÓN Y GERENCIA,CARACAS,SECRETARÍA,inactiva,181,
"INSTITUTO UNIVERSITARIO DE AERONÁUTICA CIVIL \""MAYOR (AV)  MIGUEL RODRÍGUEZ\""",BOCA DE RÍO ESTADO ARAGUA,AERONÁUTICA CIVIL (TÉCNICA),activa,1050,
INSTITUTO UNIVERSITARIO DE BARLOVENTO,HIGUEROTE,ADMINISTRACIÓN DE EMPRESAS (TÉCNICA),inactiva,3738,
INSTITUTO UNIVERSITARIO DE BARLOVENTO,HIGUEROTE,ADMINISTRACIÓN: MERCADEO AGRÍCOLA,inactiva,3737,
INSTITUTO UNIVERSITARIO DE BARLOVENTO,HIGUEROTE,CONSTRUCCIÓN CIVIL (TÉCNICA),inactiva,3742,
INSTITUTO UNIVERSITARIO DE BARLOVENTO,HIGUEROTE,HOTELERÍA (TÉCNICA),inactiva,3740,
INSTITUTO UNIVERSITARIO DE BARLOVENTO,HIGUEROTE,INFORMÁTICA (TÉCNICA),inactiva,3645,
INSTITUTO UNIVERSITARIO DE BARLOVENTO,HIGUEROTE,PNF EN ADMINISTRACIÓN,inactiva,3751,
INSTITUTO UNIVERSITARIO DE BARLOVENTO,HIGUEROTE,PNF EN AGROALIMENTACIÓN,inactiva,3746,
INSTITUTO UNIVERSITARIO DE BARLOVENTO,HIGUEROTE,PNF EN CONSTRUCCIÓN CIVIL,inactiva,3749,
INSTITUTO UNIVERSITARIO DE BARLOVENTO,HIGUEROTE,PNF EN INFORMÁTICA,inactiva,3752,
INSTITUTO UNIVERSITARIO DE BARLOVENTO,HIGUEROTE,PRODUCCIÓN AGROALIMENTARIA,inactiva,3743,
INSTITUTO UNIVERSITARIO DE BARLOVENTO,HIGUEROTE,TECNOLOGÍA DE PRODUCCIÓN AGROALIMENTARIA (TÉCNICA),inactiva,3741,
INSTITUTO UNIVERSITARIO DE BARLOVENTO,HIGUEROTE,TURISMO MENCIÓN HOTELERÍA (TÉCNICA),inactiva,3739,
INSTITUTO UNIVERSITARIO DE CIENCIAS ADMINISTRATIVAS Y FISCALES,MARACAY,ADMINISTRACIÓN MENCIÓN FINANZAS,activa,5179,
INSTITUTO UNIVERSITARIO DE CIENCIAS ADMINISTRATIVAS Y FISCALES,MARACAY,CIENCIAS FISCALES (TÉCNICA),activa,5178,
INSTITUTO UNIVERSITARIO DE CIENCIAS ADMINISTRATIVAS Y FISCALES,MARACAY,CONTADURÍA (TÉCNICA),activa,5176,
INSTITUTO UNIVERSITARIO DE CIENCIAS ADMINISTRATIVAS Y FISCALES,MARACAY,TERAPIA DEL LENGUAJE,inactiva,5177,
INSTITUTO UNIVERSITARIO DE DISEÑO LAS MERCEDES,CARACAS,DISEÑO DE MODAS,activa,3415,
INSTITUTO UNIVERSITARIO DE DISEÑO LAS MERCEDES,CARACAS,DISEÑO GRÁFICO (TÉCNICA),activa,3709,
INSTITUTO UNIVERSITARIO DE DISEÑO LAS MERCEDES,CARACAS,DISEÑO INTERIOR,activa,3428,
INSTITUTO UNIVERSITARIO DE DISEÑO LAS MERCEDES,CARACAS,DISEÑO TEXTIL,activa,3710,
INSTITUTO UNIVERSITARIO DE DISEÑO LAS MERCEDES,CARACAS,PUBLICIDAD Y MERCADEO (TÉCNICA),activa,3711,
INSTITUTO UNIVERSITARIO DE EDUCACIÓN ESPECIALIZADA,EXTENSIÓN CAJA SECA,ADMINISTRACIÓN DE RECURSOS HUMANOS (TÉCNICA),activa,1667,
INSTITUTO UNIVERSITARIO DE EDUCACIÓN ESPECIALIZADA,EXTENSIÓN CAJA SECA,ADMINISTRACIÓN Y CIENCIAS COMERCIALES,activa,346,
INSTITUTO UNIVERSITARIO DE EDUCACIÓN ESPECIALIZADA,EXTENSIÓN CAJA SECA,ADMINISTRACIÓN: MERCADOTECNIA,activa,1668,
INSTITUTO UNIVERSITARIO DE EDUCACIÓN ESPECIALIZADA,EXTENSIÓN CAJA SECA,ASISTENCIA ESPECIALIZADA,activa,1669,
INSTITUTO UNIVERSITARIO DE EDUCACIÓN ESPECIALIZADA,EXTENSIÓN CAJA SECA,EDUCACIÓN ESPECIAL (TÉCNICA),inactiva,1661,
INSTITUTO UNIVERSITARIO DE EDUCACIÓN ESPECIALIZADA,EXTENSIÓN CAJA SECA,EDUCACIÓN PREESCOLAR (TÉCNICA),activa,1666,
INSTITUTO UNIVERSITARIO DE EDUCACIÓN ESPECIALIZADA,EXTENSIÓN CAJA SECA,INFORMÁTICA (TÉCNICA),activa,1671,
INSTITUTO UNIVERSITARIO DE EDUCACIÓN ESPECIALIZADA,EXTENSIÓN CAJA SECA,ORGANIZACIÓN EMPRESARIAL (TÉCNICA),activa,1670,
INSTITUTO UNIVERSITARIO DE EDUCACIÓN ESPECIALIZADA,MARACAIBO,ADMINISTRACIÓN DE RECURSOS HUMANOS (TÉCNICA),activa,2484,
INSTITUTO UNIVERSITARIO DE EDUCACIÓN ESPECIALIZADA,MARACAIBO,ADMINISTRACIÓN Y CIENCIAS COMERCIALES,activa,2478,
INSTITUTO UNIVERSITARIO DE EDUCACIÓN ESPECIALIZADA,MARACAIBO,ADMINISTRACIÓN Y GERENCIA,inactiva,2479,
INSTITUTO UNIVERSITARIO DE EDUCACIÓN ESPECIALIZADA,MARACAIBO,ADMINISTRACIÓN: MERCADOTECNIA,activa,2480,
INSTITUTO UNIVERSITARIO DE EDUCACIÓN ESPECIALIZADA,MARACAIBO,ASISTENCIA ESPECIALIZADA,activa,2482,
INSTITUTO UNIVERSITARIO DE EDUCACIÓN ESPECIALIZADA,MARACAIBO,EDUCACIÓN ESPECIAL MENCIÓN DIFICULTADES DEL APRENDIZAJE (TÉCNICA),activa,2483,
INSTITUTO UNIVERSITARIO DE EDUCACIÓN ESPECIALIZADA,MARACAIBO,EDUCACIÓN ESPECIAL MENCIÓN RETARDO MENTAL (TÉCNICA),activa,2485,
INSTITUTO UNIVERSITARIO DE EDUCACIÓN ESPECIALIZADA,MARACAIBO,EDUCACIÓN ESPECIAL MENCIÓN RETARDO MENTAL Y DEFICIENCIAS AUDITIVAS (TÉCNICA),inactiva,2468,
INSTITUTO UNIVERSITARIO DE EDUCACIÓN ESPECIALIZADA,MARACAIBO,EDUCACIÓN PREESCOLAR (TÉCNICA),activa,2432,
INSTITUTO UNIVERSITARIO DE EDUCACIÓN ESPECIALIZADA,MARACAIBO,INFORMÁTICA (TÉCNICA),activa,2477,
INSTITUTO UNIVERSITARIO DE EDUCACIÓN ESPECIALIZADA,MARACAIBO,ORGANIZACIÓN EMPRESARIAL (TÉCNICA),activa,2481,
INSTITUTO UNIVERSITARIO DE EDUCACIÓN ESPECIALIZADA,VALERA,ADMINISTRACIÓN DE RECURSOS HUMANOS (TÉCNICA),inactiva,1590,
INSTITUTO UNIVERSITARIO DE EDUCACIÓN ESPECIALIZADA,VALERA,ADMINISTRACIÓN Y CIENCIAS COMERCIALES,inactiva,1592,
INSTITUTO UNIVERSITARIO DE EDUCACIÓN ESPECIALIZADA,VALERA,ADMINISTRACIÓN: MERCADOTECNIA,inactiva,1534,
INSTITUTO UNIVERSITARIO DE EDUCACIÓN ESPECIALIZADA,VALERA,ASISTENCIA ESPECIALIZADA,inactiva,1591,
INSTITUTO UNIVERSITARIO DE EDUCACIÓN ESPECIALIZADA,VALERA,EDUCACIÓN PREESCOLAR (TÉCNICA),inactiva,1589,
INSTITUTO UNIVERSITARIO DE EDUCACIÓN ESPECIALIZADA,VALERA,INFORMÁTICA (TÉCNICA),inactiva,1593,
INSTITUTO UNIVERSITARIO DE GERENCIA Y TECNOLOGÍA,CARACAS,ADMINISTRACIÓN Y GERENCIA,activa,3691,
INSTITUTO UNIVERSITARIO DE GERENCIA Y TECNOLOGÍA,CARACAS,INFORMÁTICA (TÉCNICA),activa,3690,
INSTITUTO UNIVERSITARIO DE GERENCIA Y TECNOLOGÍA,CARACAS,TURISMO MENCIÓN HOTELERÍA (TÉCNICA),activa,3693,
INSTITUTO UNIVERSITARIO DE LA AUDICIÓN Y EL LENGUAJE,CARACAS,MAESTRO DE NIÑOS SORDOS Y DE NIÑOS CON TRASTORNOS DEL LENGUAJE,activa,3729,
INSTITUTO UNIVERSITARIO DE LA AUDICIÓN Y EL LENGUAJE,CARACAS,TERAPIA DEL LENGUAJE,activa,3728,
INSTITUTO UNIVERSITARIO DE LA FRONTERA,AMPLIACIÓN LA GRITA,ADMINISTRACIÓN DE EMPRESAS (TÉCNICA),activa,2207,
INSTITUTO UNIVERSITARIO DE LA FRONTERA,AMPLIACIÓN LA GRITA,COMERCIO EXTERIOR (TÉCNICA),inactiva,2208,
INSTITUTO UNIVERSITARIO DE LA FRONTERA,AMPLIACIÓN LA GRITA,CONSTRUCCIÓN CIVIL (TÉCNICA),inactiva,2209,
INSTITUTO UNIVERSITARIO DE LA FRONTERA,AMPLIACIÓN LA GRITA,CONTADURÍA (TÉCNICA),inactiva,507,
INSTITUTO UNIVERSITARIO DE LA FRONTERA,AMPLIACIÓN LA GRITA,DISEÑO DE OBRAS CIVILES,inactiva,2210,
INSTITUTO UNIVERSITARIO DE LA FRONTERA,AMPLIACIÓN LA GRITA,INFORMÁTICA (TÉCNICA),activa,2206,
INSTITUTO UNIVERSITARIO DE LA FRONTERA,AMPLIACIÓN LA GRITA,METALURGIA Y CIENCIAS DE LOS MATERIALES,inactiva,2211,
INSTITUTO UNIVERSITARIO DE LA FRONTERA,AMPLIACIÓN SAN CRISTÓBAL,ADMINISTRACIÓN DE EMPRESAS (TÉCNICA),activa,2216,
INSTITUTO UNIVERSITARIO DE LA FRONTERA,AMPLIACIÓN SAN CRISTÓBAL,COMERCIO EXTERIOR (TÉCNICA),activa,2217,
INSTITUTO UNIVERSITARIO DE LA FRONTERA,AMPLIACIÓN SAN CRISTÓBAL,CONSTRUCCIÓN CIVIL (TÉCNICA),activa,2213,
INSTITUTO UNIVERSITARIO DE LA FRONTERA,AMPLIACIÓN SAN CRISTÓBAL,CONTADURÍA (TÉCNICA),activa,2215,
INSTITUTO UNIVERSITARIO DE LA FRONTERA,AMPLIACIÓN SAN CRISTÓBAL,DISEÑO DE OBRAS CIVILES,activa,2214,
INSTITUTO UNIVERSITARIO DE LA FRONTERA,AMPLIACIÓN SAN CRISTÓBAL,INFORMÁTICA (TÉCNICA),activa,2212,
INSTITUTO UNIVERSITARIO DE LA FRONTERA,AMPLIACIÓN SAN CRISTÓBAL,METALURGIA Y CIENCIAS DE LOS MATERIALES,activa,2218,
INSTITUTO UNIVERSITARIO DE LA FRONTERA,EXTENSIÓN MÉRIDA,ADMINISTRACIÓN DE EMPRESAS (TÉCNICA),activa,2201,
INSTITUTO UNIVERSITARIO DE LA FRONTERA,EXTENSIÓN MÉRIDA,COMERCIO EXTERIOR (TÉCNICA),inactiva,2205,
INSTITUTO UNIVERSITARIO DE LA FRONTERA,EXTENSIÓN MÉRIDA,CONSTRUCCIÓN CIVIL (TÉCNICA),activa,2202,
INSTITUTO UNIVERSITARIO DE LA FRONTERA,EXTENSIÓN MÉRIDA,CONTADURÍA (TÉCNICA),activa,281,
INSTITUTO UNIVERSITARIO DE LA FRONTERA,EXTENSIÓN MÉRIDA,DISEÑO DE OBRAS CIVILES,inactiva,2203,
INSTITUTO UNIVERSITARIO DE LA FRONTERA,EXTENSIÓN MÉRIDA,INFORMÁTICA (TÉCNICA),activa,2199,
INSTITUTO UNIVERSITARIO DE LA FRONTERA,EXTENSIÓN MÉRIDA,MANTENIMIENTO MECÁNICO,activa,2200,
INSTITUTO UNIVERSITARIO DE LA FRONTERA,EXTENSIÓN MÉRIDA,METALURGIA Y CIENCIAS DE LOS MATERIALES,inactiva,2204,
INSTITUTO UNIVERSITARIO DE LA FRONTERA,SAN ANTONIO DEL TÁCHIRA,ADMINISTRACIÓN DE EMPRESAS (TÉCNICA),activa,3256,
INSTITUTO UNIVERSITARIO DE LA FRONTERA,SAN ANTONIO DEL TÁCHIRA,COMERCIO EXTERIOR (TÉCNICA),activa,3257,
INSTITUTO UNIVERSITARIO DE LA FRONTERA,SAN ANTONIO DEL TÁCHIRA,CONSTRUCCIÓN CIVIL (TÉCNICA),activa,3258,
INSTITUTO UNIVERSITARIO DE LA FRONTERA,SAN ANTONIO DEL TÁCHIRA,CONTADURÍA (TÉCNICA),activa,3255,
INSTITUTO UNIVERSITARIO DE LA FRONTERA,SAN ANTONIO DEL TÁCHIRA,DISEÑO DE OBRAS CIVILES,activa,3259,
INSTITUTO UNIVERSITARIO DE LA FRONTERA,SAN ANTONIO DEL TÁCHIRA,INFORMÁTICA (TÉCNICA),activa,3254,
INSTITUTO UNIVERSITARIO DE LA FRONTERA,SAN ANTONIO DEL TÁCHIRA,METALURGIA Y CIENCIAS DE LOS MATERIALES,activa,3260,
INSTITUTO UNIVERSITARIO DE LA POLICÍA METROPOLITANA,CARACAS,CIENCIAS POLICIALES,inactiva,3769,
INSTITUTO UNIVERSITARIO DE LA POLICÍA METROPOLITANA,CARACAS,POLICIA PREVENTIVA,inactiva,3770,
INSTITUTO UNIVERSITARIO DE MERCADOTECNIA,CARACAS,ADMINISTRACIÓN DE EMPRESAS (TÉCNICA),activa,3722,
INSTITUTO UNIVERSITARIO DE MERCADOTECNIA,CARACAS,CONTADURÍA (TÉCNICA),activa,3726,
INSTITUTO UNIVERSITARIO DE MERCADOTECNIA,CARACAS,GESTIÓN FISCAL Y TRIBUTARIA,activa,3723,
INSTITUTO UNIVERSITARIO DE MERCADOTECNIA,CARACAS,INFORMÁTICA (TÉCNICA),activa,3725,
INSTITUTO UNIVERSITARIO DE MERCADOTECNIA,CARACAS,MERCADOTECNIA,activa,3724,
INSTITUTO UNIVERSITARIO DE MERCADOTECNIA,CARACAS,SECRETARIADO EJECUTIVO,inactiva,3727,
INSTITUTO UNIVERSITARIO DE MERCADOTECNIA,EXTENSIÓN MARACAY,ADMINISTRACIÓN DE EMPRESAS (TÉCNICA),inactiva,2196,
INSTITUTO UNIVERSITARIO DE MERCADOTECNIA,EXTENSIÓN MARACAY,CONTADURÍA (TÉCNICA),inactiva,2195,
INSTITUTO UNIVERSITARIO DE MERCADOTECNIA,EXTENSIÓN MARACAY,GESTIÓN FISCAL Y TRIBUTARIA,inactiva,2197,
INSTITUTO UNIVERSITARIO DE MERCADOTECNIA,EXTENSIÓN MARACAY,INFORMÁTICA (TÉCNICA),inactiva,2194,
INSTITUTO UNIVERSITARIO DE MERCADOTECNIA,EXTENSIÓN MARACAY,MERCADOTECNIA,inactiva,494,
INSTITUTO UNIVERSITARIO DE MERCADOTECNIA,EXTENSIÓN MARACAY,SISTEMAS DE INFORMACIÓN,inactiva,2198,
INSTITUTO UNIVERSITARIO DE NUEVAS PROFESIONES,CARACAS,ADMINISTRACIÓN DE EMPRESAS (TÉCNICA),activa,3716,
